evidence_uuid,evidence_id,scope,type,issuer,date,summary,product_uuid,stage_uuid,file_reference,link_reference
c1a2a986-122b-5d3a-a2b2-80309b5b0139,5649,stage,certification_directory,Rainforest Alliance,1/24/2024,Product carries Rainforest Alliance certification for sustainable farming practices.,,fb8103e3-823a-5154-a86d-35b456c65692,,
efd7c5e4-cedd-5ddd-9777-b9ef59d874a3,5650,stage,certification_directory,UTZ Certified,4/28/2023,Product carries UTZ certification for sustainable commodity sourcing.,,295fe188-122f-51e0-9b50-6ecd0426f975,,
03f1861f-9c15-5808-83ac-9f94e6c9ca9e,5651,stage,audit_report,UTZ Certified,1/15/2022,Product carries UTZ certification for sustainable commodity sourcing.,,928886f8-e7e7-51a6-afbb-56fe3b76b0f4,,
3eb779f3-4216-5c78-b0a7-895fc30b1719,5652,stage,supplier_statement,Fairtrade International,4/20/2024,"Product is certified Fairtrade, ensuring fair prices and working conditions for farmers.",,4af1cf24-6f3b-515f-b5dc-5d9572d1dad8,,
e2fa9881-fd0f-5483-9b84-e35ec4b11413,5653,stage,certification_directory,RSPO,4/17/2024,Palm oil ingredients sourced from RSPO-certified sustainable plantations.,,24144c08-ec51-5a85-9b85-fb202dd63b59,,
2f26a7fa-6fd6-5ec9-a027-4fbb5cbb917a,5654,stage,third_party_audit,RSPO,8/14/2022,Palm oil ingredients sourced from RSPO-certified sustainable plantations.,,edf40460-198b-5672-8d4a-6bda6f2b7656,,
96bd3095-c24f-5766-bc40-ac9100c963bb,5655,stage,batch_record,Red Tractor,12/12/2022,Product meets Red Tractor standards for food safety and animal welfare.,,b74d5f39-659e-5840-a88f-04e272d95df2,,
e2d7d0a8-0b02-5398-aafe-73f1aa029c2f,5656,stage,third_party_audit,UTZ Certified,7/13/2023,Product carries UTZ certification for sustainable commodity sourcing.,,60a19112-79d8-5046-bf43-0e32836c916d,,
5e22c955-dfa6-5b0f-9c22-8b17333fcc83,5657,stage,audit_report,LEAF Marque,2/22/2024,Producer holds LEAF Marque accreditation for sustainable integrated farming.,,a4caacf8-d4c7-5d66-bd73-2f68f81ffa33,,
fdddcd49-5891-585d-bab6-85951f41c624,5658,stage,supplier_statement,Soil Association,3/6/2022,Product is certified organic by the Soil Association under EU organic standards.,,60b41f1e-d7b3-517c-b4f1-5f6d9d98926c,,
b456efc1-2df5-5323-aa31-4eb5a23d1cad,5659,stage,batch_record,Soil Association,6/22/2022,Product is certified organic by the Soil Association under EU organic standards.,,f9d4de9a-84c4-58c6-b2af-e2643d2a2014,,
7026e1a2-226f-5b80-93ec-a05303aabea9,5660,stage,third_party_audit,Rainforest Alliance,1/21/2023,Product carries Rainforest Alliance certification for sustainable farming practices.,,f1090d48-5476-5aec-8b93-3cf0c079cdbd,,
2ffb966f-79b0-50d0-bae1-e95e56c90a45,5661,stage,certification_directory,The Vegan Society,1/7/2022,Product is registered with the Vegan Society as suitable for vegan consumption.,,f195cdbb-b5ca-5b40-8aab-620557397178,,
f8b3a088-a485-5ca3-9eef-5b17c3517a6f,5662,stage,certification_directory,Protected Designation of Origin,12/25/2023,Product holds Protected Designation of Origin status under EU/UK law.,,8dede31f-db91-5eb1-8381-9483b7387b2c,,
ff7f653b-355f-5968-91a9-0a08b22e529f,5663,stage,supplier_statement,UTZ Certified,6/20/2023,Product carries UTZ certification for sustainable commodity sourcing.,,2bdac007-6969-510c-9d9b-81be63e5222e,,
343d4824-0566-562e-bb18-929166ce7e75,5664,stage,third_party_audit,Soil Association,12/10/2023,Product is certified organic by the Soil Association under EU organic standards.,,44bc656f-1612-5a44-a029-2c071f917e07,,
cb4237af-8d44-57b7-b954-b2b76acc5f6e,5665,stage,batch_record,Soil Association,9/19/2023,Product is certified organic by the Soil Association under EU organic standards.,,55e8910c-86a7-50a9-ab29-8eddb6b5fbbd,,
6bb9aa22-51af-5b56-ae84-f6cd3c2ddcf0,5666,stage,third_party_audit,Fairtrade International,8/30/2022,"Product is certified Fairtrade, ensuring fair prices and working conditions for farmers.",,6aff9223-a6d0-52cf-a977-b2f8aa13b3c9,,
77094007-c8af-5fcf-aac3-3cb7288dc329,5667,stage,certification_directory,OU Kosher,9/26/2023,Product is certified kosher by the Orthodox Union.,,931bc416-a43d-5e56-951d-7010dba2e056,,
67a574aa-ad66-5230-bbdd-6b73e843d756,5668,stage,third_party_audit,Carbon Trust,6/4/2023,Product has achieved Carbon Trust carbon neutral certification.,,623a72b1-bac4-5e44-b0ca-f47ce958e2c7,,
38704e97-5533-5224-9e29-7f98e76dc0f3,5669,stage,audit_report,Carbon Trust,10/11/2022,Product has achieved Carbon Trust carbon neutral certification.,,fd3c229b-0567-5745-9518-e16047b29f75,,
8dc3e5cf-9088-5582-bea6-ea2526dfd400,5670,stage,audit_report,Rainforest Alliance,12/3/2023,Product carries Rainforest Alliance certification for sustainable farming practices.,,788744d8-296b-5df6-a709-c5dfb35ba945,,
2094e8ed-f881-5da2-b879-169a54f7a2fd,5671,stage,certification_directory,Protected Designation of Origin,2/25/2022,Product holds Protected Designation of Origin status under EU/UK law.,,ee200aca-94d9-5850-8145-5369d0378de2,,
f12021a8-9719-5134-a8d8-efb01fc5dbb7,5672,stage,supplier_statement,NON GMO Project,12/9/2022,Product verified non-GMO by the Non-GMO Project standard.,,9bb9ec32-c12c-5aa1-abc5-5fab2cb1d8f6,,
5c2db86b-2e26-541d-8a91-aa61ab5fb8c6,5673,stage,third_party_audit,Fairtrade International,6/30/2022,"Product is certified Fairtrade, ensuring fair prices and working conditions for farmers.",,d23fcd31-5103-5d1b-bcac-f71720bdfade,,
5536a75a-784a-5cd1-94ed-3d13d4072856,5674,stage,batch_record,Fairtrade International,6/12/2023,"Product is certified Fairtrade, ensuring fair prices and working conditions for farmers.",,d2b3d832-1a0d-5caf-a671-8a0e9cb1a9ba,,
9c9e1637-0104-51df-a42c-eaf11753f99e,5675,stage,audit_report,Protected Designation of Origin,1/9/2024,Product holds Protected Designation of Origin status under EU/UK law.,,540e673b-a21d-53df-867a-8a96dd839e25,,
d91f58b8-aa28-5643-bb9c-5b5476de88e8,5676,stage,supplier_statement,Rainforest Alliance,8/22/2022,Product carries Rainforest Alliance certification for sustainable farming practices.,,796c29b2-bb68-5d6e-bc36-71765034d741,,
d9b28f6d-37b3-5dd6-b073-62b28397fb14,5677,stage,batch_record,Rainforest Alliance,6/9/2024,Third-party audit confirms sustainable farming practices at origin.,,f2a4d052-14d2-5248-8874-e7f8698346c4,,
40d736ec-587c-5ee5-adb7-9604865a8b77,5678,stage,audit_report,Protected Designation of Origin,3/17/2022,Product holds Protected Designation of Origin status under EU/UK law.,,852d7ab7-ddf2-53bf-ac44-640089f43aad,,
f0844d1e-944a-5f40-bc6c-fb8023c5e4fe,5679,stage,third_party_audit,Protected Designation of Origin,4/11/2023,Product holds Protected Designation of Origin status under EU/UK law.,,09403b38-09e9-5104-ac73-b146da63f8dd,,
9c41ee7b-8d96-517d-ad2f-a7e242806705,5680,stage,audit_report,Aquaculture Stewardship Council,4/14/2023,"Product is ASC certified, meeting responsible aquaculture standards.",,b61d920c-65b5-5d7d-a3cd-97d148f8741c,,
fff16817-15be-5313-9d78-e0d869fc48a5,5681,stage,certification_directory,Soil Association,12/10/2023,Product is certified organic by the Soil Association under EU organic standards.,,7b16136d-2025-5c94-a1e2-b062853894cb,,
b57b1e71-1775-58ae-93e5-b5721f96a4e7,5682,stage,batch_record,Rainforest Alliance,4/15/2023,Product carries Rainforest Alliance certification for sustainable farming practices.,,9a53a74b-4e2b-56e8-ad93-bd285d23e457,,
aa9c0ad1-9e7d-5012-b66e-e81c67342c03,5683,stage,third_party_audit,Marine Stewardship Council,6/10/2022,Product is MSC certified as sustainably sourced from well-managed fisheries.,,9bf86f1a-2b63-5a0d-83d5-ab210f1621f4,,
6c67bea2-64cf-5b92-9cb0-1d800fc2f7ad,5684,stage,audit_report,OU Kosher,3/30/2022,Product is certified kosher by the Orthodox Union.,,77cfcf10-8ccc-59f0-8ca3-0111799a6744,,
2fbe24d2-b30f-5463-b078-e2578aef9cb3,5685,stage,batch_record,The Vegan Society,10/13/2022,Product is registered with the Vegan Society as suitable for vegan consumption.,,def789f7-ceb1-5e70-8f51-681d0ba02ef5,,
05056904-2088-55ce-90f4-130d7060f76c,5686,stage,audit_report,NON GMO Project,9/11/2022,Product verified non-GMO by the Non-GMO Project standard.,,0bd4e345-0f40-5525-8360-11dcd2bed0cf,,
310d01ff-e104-5014-aa2f-445b8248ad91,5687,stage,audit_report,RSPO,8/29/2023,Palm oil ingredients sourced from RSPO-certified sustainable plantations.,,fe98c1bf-7521-52db-b325-ced49cac3449,,
b213791d-2f48-522d-8990-63f838a75083,5688,stage,third_party_audit,The Vegan Society,2/4/2022,Product is registered with the Vegan Society as suitable for vegan consumption.,,6197ecc1-6377-5276-bf87-7da618aaae74,,
59fee440-23a1-52f9-84c8-e9d213c55b8c,5689,stage,certification_directory,Carbon Trust,4/9/2023,Product has achieved Carbon Trust carbon neutral certification.,,9bc1c1a3-f1fa-5c64-9465-65ca2f3474ff,,
621b3d51-17c6-55bb-8da2-a93d097bf8c8,5690,stage,certification_directory,Carbon Trust,12/11/2023,Product has achieved Carbon Trust carbon neutral certification.,,c64957fe-40a5-5146-8d07-63dff110a238,,
a7b7c662-ecbf-5d51-910d-af084ec9471f,5691,stage,audit_report,Marine Stewardship Council,10/26/2023,Product is MSC certified as sustainably sourced from well-managed fisheries.,,64070f18-21fa-580d-a5ba-6bbefc8c8713,,
d929796d-b1ce-57cd-8e20-762225859e90,5692,stage,supplier_statement,UTZ Certified,6/15/2022,Product carries UTZ certification for sustainable commodity sourcing.,,b80e6d27-bb94-5cc5-84ea-56148151ebca,,
3ff9eeed-141a-58b6-8f22-0301ea4537f2,5693,stage,batch_record,The Vegan Society,3/1/2024,Product is registered with the Vegan Society as suitable for vegan consumption.,,da8402c7-a34a-5755-a40e-7ae09fe94f25,,
c5dcf7b3-13dc-5593-91e3-75d8f15e533c,5694,stage,batch_record,Rainforest Alliance,7/9/2022,Third-party audit confirms sustainable farming practices at origin.,,4591c2c6-4d3a-5db4-92bf-aba4ab292f55,,
20340b91-9afe-59fb-a24f-6f5bac42b84a,5695,stage,certification_directory,The Vegan Society,5/31/2024,Product is registered with the Vegan Society as suitable for vegan consumption.,,5f390526-f561-5e02-b1a4-9ab6ff60ff56,,
bf4f2502-02f3-56b0-bc4a-f039436e6d2e,5696,stage,supplier_statement,Rainforest Alliance,6/28/2023,Third-party audit confirms sustainable farming practices at origin.,,d857c176-c7a9-561f-8b42-88fa056702da,,
a43205ae-9a3f-5438-9a06-c6e5ea0f2e53,5697,stage,supplier_statement,NON GMO Project,12/16/2023,Product verified non-GMO by the Non-GMO Project standard.,,64f36f9d-45aa-5957-9ae0-cc2b0ca8a112,,
036e3569-255a-5674-9629-8ee53db79179,5698,stage,supplier_statement,Protected Designation of Origin,1/24/2024,Product holds Protected Designation of Origin status under EU/UK law.,,e6040de5-5d88-59b7-959e-622affa2de6b,,
f24dcfb8-550b-59d0-82c1-578f51188029,5699,stage,certification_directory,Fairtrade International,1/28/2023,"Product is certified Fairtrade, ensuring fair prices and working conditions for farmers.",,33637b5c-07bd-5611-9848-25e0b22a8713,,
5bbe6106-94ec-58db-a3c0-ae03a33c8912,5700,stage,certification_directory,RSPO,1/10/2023,Palm oil ingredients sourced from RSPO-certified sustainable plantations.,,7bc6f020-6be0-5814-8be3-d5bf382772f4,,
b9dde3cd-ec6d-5ea0-a373-0458bf7d32ee,5701,stage,third_party_audit,UTZ Certified,12/23/2023,Product carries UTZ certification for sustainable commodity sourcing.,,52fb8aaf-54d8-5e46-acda-ff8e4ca795ed,,
5232b5b5-2eb9-58e0-b305-efc7ae3cf806,5702,stage,audit_report,Rainforest Alliance,5/22/2022,Third-party audit confirms sustainable farming practices at origin.,,33e09d05-7bea-5505-af75-918c5ef94fb7,,
ae871c24-4c6d-5416-8bab-4259dd36b063,5703,stage,batch_record,Rainforest Alliance,1/26/2024,Product carries Rainforest Alliance certification for sustainable farming practices.,,666b7cb6-8409-547f-9166-0429d90797e0,,
590f68b7-0ca4-5890-9101-2808332150bd,5704,stage,audit_report,Rainforest Alliance,11/25/2022,Third-party audit confirms sustainable farming practices at origin.,,6bba4996-9c68-5b0b-b6d0-b6719308909a,,
bca04cc3-7ca2-5ea2-be81-f25a51586952,5705,stage,third_party_audit,Marine Stewardship Council,11/28/2023,Product is MSC certified as sustainably sourced from well-managed fisheries.,,56af5b96-c6b5-517d-a3c4-40eeb714d34c,,
fe45c724-19c7-5f59-b601-6bb4a1da75c0,5706,stage,supplier_statement,Aquaculture Stewardship Council,4/9/2023,"Product is ASC certified, meeting responsible aquaculture standards.",,475bef95-569d-5d45-9530-010bfda44acf,,
3ffa16d7-3bac-557a-9585-5e5402ff9861,5707,stage,third_party_audit,Rainforest Alliance,11/26/2023,Third-party audit confirms sustainable farming practices at origin.,,82831ef9-7698-5060-a1a5-8f2e0d161cb4,,
dd29dca1-868d-51b3-958a-37b2db2f04ec,5708,stage,certification_directory,UTZ Certified,7/12/2022,Product carries UTZ certification for sustainable commodity sourcing.,,2c75fb42-b1fa-5c00-b32e-c7b6789b8eca,,
f48aecd8-6481-53e2-9b66-76966b44b9f9,5709,stage,audit_report,Protected Designation of Origin,10/23/2022,Product holds Protected Designation of Origin status under EU/UK law.,,c507a504-0a52-54ac-85ee-6bbca08f36d5,,
214d0a49-ee8a-5bfe-b78a-8cca359d6854,5710,stage,supplier_statement,Soil Association,4/25/2022,Product is certified organic by the Soil Association under EU organic standards.,,9e179c3d-1cb3-51df-962b-4eb4f8139f2f,,
d803c290-6ce6-51d3-9e12-84ab10c45da3,5711,stage,third_party_audit,UTZ Certified,5/16/2022,Product carries UTZ certification for sustainable commodity sourcing.,,d5c248bb-5f5f-54e5-94ef-9fe2c03caf0d,,
d53eb06a-5687-5471-b93b-5c29fabae10f,5712,stage,certification_directory,Red Tractor,1/23/2022,Product meets Red Tractor standards for food safety and animal welfare.,,a19fa686-99dd-5b18-a6e6-15e2fda6ee7a,,
081178f3-6838-5fdb-82ca-a4c411819855,5713,stage,supplier_statement,OU Kosher,2/26/2023,Product is certified kosher by the Orthodox Union.,,6fd9f36c-19f5-5fd2-baf8-7929c4d83eff,,
4de96b3d-4f32-57d3-a6fa-9ba553017b04,5714,stage,supplier_statement,Carbon Trust,8/21/2022,Product has achieved Carbon Trust carbon neutral certification.,,894dff87-578a-5d21-8bfe-1b8ec6a31550,,
e6485679-6540-55c7-b251-c8f6fe01dda8,5715,stage,supplier_statement,Aquaculture Stewardship Council,4/12/2023,"Product is ASC certified, meeting responsible aquaculture standards.",,e57e44b5-23d0-58bb-b4aa-10d7b683ef2e,,
b2120ca4-49dc-51be-a2b0-a91ad68ddfb8,5716,stage,supplier_statement,OU Kosher,7/6/2022,Product is certified kosher by the Orthodox Union.,,ab7f809c-58d5-542b-b87a-518ca8a8995a,,
a8a03c7a-c3bc-5fb4-af50-2510e3e65a26,5717,stage,certification_directory,Red Tractor,2/12/2022,Product meets Red Tractor standards for food safety and animal welfare.,,212bdf95-6623-55f4-9262-d7b59d5ccab8,,
411f84a7-cfa4-5bf9-a156-b25bdd74c764,5718,stage,third_party_audit,Red Tractor,12/26/2023,Product meets Red Tractor standards for food safety and animal welfare.,,a706e9fc-fcdb-56e9-b03b-e22dea368886,,
483f134b-d9dc-5594-9841-06cc3c6c3441,5719,stage,supplier_statement,Aquaculture Stewardship Council,6/1/2022,"Product is ASC certified, meeting responsible aquaculture standards.",,1fbd8a5f-a079-5d8c-915c-b9813a1d0cf9,,
1efbf0a0-f024-5535-a8bd-b86468e91bdc,5720,stage,audit_report,OU Kosher,7/1/2023,Product is certified kosher by the Orthodox Union.,,f514d4db-299d-5e91-9473-e6464d28454b,,
a54ce5d1-c4ab-54d4-9ebf-a101ec0cbe94,5721,stage,certification_directory,Protected Designation of Origin,2/19/2023,Product holds Protected Designation of Origin status under EU/UK law.,,c4ee6d7b-deb5-5c0b-8d02-2719849760b4,,
0c9e1f71-35c5-572b-ba80-fa2b460a13de,5722,stage,third_party_audit,Rainforest Alliance,6/4/2023,Third-party audit confirms sustainable farming practices at origin.,,bc1de6e5-14ee-51eb-90cc-82a1e777be7a,,
15634eff-8605-5786-a293-d925ba49d549,5723,stage,supplier_statement,Rainforest Alliance,5/1/2023,Third-party audit confirms sustainable farming practices at origin.,,981c1d36-e195-52a9-85de-3f94df9786d3,,
670c8144-48ff-5784-a873-7a6af98e17cd,5724,stage,batch_record,Rainforest Alliance,2/11/2022,Product carries Rainforest Alliance certification for sustainable farming practices.,,1ef84757-d41e-5372-be02-c9db8fdce436,,
681a9c0a-2807-5f70-aa2a-5bff9d34bb15,5725,stage,certification_directory,OU Kosher,11/12/2022,Product is certified kosher by the Orthodox Union.,,ccb418f9-02e6-5480-af17-c1f18785f2ec,,
2214062b-1b06-5da4-a567-4167a1be8573,5726,stage,audit_report,RSPO,4/2/2023,Palm oil ingredients sourced from RSPO-certified sustainable plantations.,,75eaec26-05e1-587f-ab53-8a24cb7454ef,,
2cadd240-cbdc-51b2-bdec-2b377638bb5a,5727,stage,certification_directory,Aquaculture Stewardship Council,9/15/2023,"Product is ASC certified, meeting responsible aquaculture standards.",,2d1aac12-d5f7-5a95-b1fd-0174c75430e2,,
d0d330b4-c3d2-50cf-8672-9b1b8084eabd,5728,stage,supplier_statement,Protected Designation of Origin,7/20/2022,Product holds Protected Designation of Origin status under EU/UK law.,,f5f9da43-1aba-51dd-a629-ab98d200cb63,,
6a70123c-2a5e-5153-a2e5-e7730f33ce22,5729,stage,batch_record,OU Kosher,11/25/2023,Product is certified kosher by the Orthodox Union.,,3544f5db-77ee-50ac-9673-c322558e122d,,
837fd833-be03-5f6a-8fb3-5bd4250108c0,5730,stage,batch_record,OU Kosher,7/19/2022,Product is certified kosher by the Orthodox Union.,,607ec264-a83b-51f1-95b4-263bdad7e061,,
37c38140-2379-5280-835b-19d100cf7dcf,5731,stage,supplier_statement,UTZ Certified,2/12/2023,Product carries UTZ certification for sustainable commodity sourcing.,,1d00dd13-617b-57c3-b218-b13723e5768c,,
e6697a48-0a36-556f-ac09-e2a038755156,5732,stage,batch_record,LEAF Marque,1/14/2023,Producer holds LEAF Marque accreditation for sustainable integrated farming.,,94b954c5-cb4c-516a-b9d7-273396c69af4,,
b19d6697-0654-5d15-a8f3-20979891a5f5,5733,stage,supplier_statement,Fairtrade International,12/20/2022,"Product is certified Fairtrade, ensuring fair prices and working conditions for farmers.",,c4e11ff6-c9e9-5303-a6a3-c659a8fd96c8,,
6bb34384-47e8-5d1f-a6d7-bd9433f42915,5734,stage,third_party_audit,The Vegan Society,3/31/2022,Product is registered with the Vegan Society as suitable for vegan consumption.,,95903bf9-6fb8-57a9-a2be-c877e5ed4608,,
581db17e-b9e9-537d-a0a1-85912fd3890d,5735,stage,batch_record,Protected Designation of Origin,1/30/2024,Product holds Protected Designation of Origin status under EU/UK law.,,b97b15d5-f527-57de-bdd2-e977a6b54256,,
67c3f2f9-4485-5136-8b91-66369d5002d1,5736,stage,batch_record,Carbon Trust,1/17/2024,Product has achieved Carbon Trust carbon neutral certification.,,dfd8fdfb-0d44-5b18-8b28-f7d7e5d1e407,,
9cfb9dbd-23ac-5819-8df1-24551edaf9b6,5737,stage,third_party_audit,RSPO,3/30/2022,Palm oil ingredients sourced from RSPO-certified sustainable plantations.,,7fd33c95-662f-55ef-b862-38edcc23da34,,
cbbc06be-ec6b-5e39-9906-eb9b4753495a,5738,stage,batch_record,Marine Stewardship Council,6/7/2024,Product is MSC certified as sustainably sourced from well-managed fisheries.,,bf8ae7de-05ba-50ae-ba2a-75670658b4a6,,
a65de994-8ec1-54a4-8a72-73248282f309,5739,stage,third_party_audit,Protected Designation of Origin,2/14/2024,Product holds Protected Designation of Origin status under EU/UK law.,,ae68713f-b45d-50b8-8c25-f1fe8416d028,,
9d82f05e-851e-557f-be8d-b35b96cf5a1e,5740,stage,batch_record,Fairtrade International,10/17/2023,"Product is certified Fairtrade, ensuring fair prices and working conditions for farmers.",,ea4ddba8-6610-5729-ac9e-b89af0578ff1,,
63b5a710-64ed-54df-b293-5b9305885273,5741,stage,batch_record,Soil Association,10/24/2022,Product is certified organic by the Soil Association under EU organic standards.,,83d62f70-341a-5b1a-9397-5df77dbae3b8,,
0efb751d-824c-5856-a872-1395132f9751,5742,stage,supplier_statement,LEAF Marque,5/4/2024,Producer holds LEAF Marque accreditation for sustainable integrated farming.,,d86d8278-ad24-52e7-b0f4-965d728cdfc5,,
7fc1d8db-ee82-5420-93e7-29855c652047,5743,stage,certification_directory,Carbon Trust,6/7/2022,Product has achieved Carbon Trust carbon neutral certification.,,de1896fe-4023-5557-aaf2-8ba083e242cb,,
f811b7d0-a72d-5fd0-a3b0-f23ef938daaa,5744,stage,batch_record,UTZ Certified,5/8/2022,Product carries UTZ certification for sustainable commodity sourcing.,,2838e0e3-69c2-551e-89a8-57b3bc0e19dd,,
b9170904-e96b-57c4-82f7-0e8188b06c60,5745,stage,supplier_statement,Rainforest Alliance,5/20/2023,Product carries Rainforest Alliance certification for sustainable farming practices.,,3b4a0510-dd66-5767-b171-f37c0d8c8d71,,
8a7c1308-590f-57be-8393-732076ddf97c,5746,stage,supplier_statement,Rainforest Alliance,8/19/2023,Third-party audit confirms sustainable farming practices at origin.,,de3100e1-64a0-51d4-af72-6bbee6c6bde7,,
b0509c7e-86db-536b-b5f6-76d9932a447b,5747,stage,batch_record,UTZ Certified,12/12/2023,Product carries UTZ certification for sustainable commodity sourcing.,,e707e1d0-32e8-5695-95e7-fc9fe4d92542,,
8a93f8a8-5cf2-5f00-a876-e031c41147f5,5748,stage,third_party_audit,Rainforest Alliance,1/18/2022,Third-party audit confirms sustainable farming practices at origin.,,b4fe5a5d-a007-5259-8acb-32e941998b93,,
a42e1aa7-41c7-5474-9bdd-97f63df41238,5749,stage,audit_report,Fairtrade International,11/24/2022,"Product is certified Fairtrade, ensuring fair prices and working conditions for farmers.",,cc7352f9-c2a3-5ede-8d5d-fc7732386c24,,
617ea492-b892-574e-aaaf-176e0baa28ad,5750,stage,supplier_statement,Fairtrade International,1/5/2023,"Product is certified Fairtrade, ensuring fair prices and working conditions for farmers.",,ecf94a12-d1bc-5e0f-bd3e-587f7ec6b4cc,,
ca8b2114-f0f5-5937-9ab4-5bdc6182dcc0,5751,stage,supplier_statement,Marine Stewardship Council,6/27/2023,Product is MSC certified as sustainably sourced from well-managed fisheries.,,df325f28-f669-55fe-9c03-ea4b123c3a7e,,
bf025fc9-f1db-50a3-bf80-f2724ac872bd,5752,stage,audit_report,Red Tractor,2/23/2024,Product meets Red Tractor standards for food safety and animal welfare.,,eb4c7a2f-f339-5cf1-90ac-fdb0b0cad4ae,,
48e503ec-4c58-5fca-898d-a1f99c345476,5753,stage,audit_report,Carbon Trust,7/11/2023,Product has achieved Carbon Trust carbon neutral certification.,,c8ac3b03-1f73-5d2e-ab2e-b41741965d22,,
9b2b947b-b60a-5a97-aaa9-e1c4614fb45e,5754,stage,supplier_statement,Aquaculture Stewardship Council,10/5/2022,"Product is ASC certified, meeting responsible aquaculture standards.",,eaa113a6-86b2-5086-9fc6-dec7d82a62b0,,
699dd6f8-3c48-5eeb-a511-cc3b695b715f,5755,stage,supplier_statement,RSPO,4/23/2024,Palm oil ingredients sourced from RSPO-certified sustainable plantations.,,2b80fe6d-c04d-59c6-9fd5-e282f7707279,,
ada5af8b-470f-596e-9edf-b1eeeb6b869c,5756,stage,third_party_audit,Soil Association,10/16/2022,Product is certified organic by the Soil Association under EU organic standards.,,8eab787e-8e3b-505b-81fb-7c336d32acb4,,
0f169a41-8851-5b67-b814-064fc124eea0,5757,stage,batch_record,The Vegan Society,12/15/2022,Product is registered with the Vegan Society as suitable for vegan consumption.,,02bb050b-2bca-591a-adc2-2f6292d00c3c,,
adf32634-19e7-5b7d-94b9-788a7727223b,5758,stage,audit_report,Red Tractor,5/31/2023,Product meets Red Tractor standards for food safety and animal welfare.,,4632db3f-7102-5144-8da7-cb5e8726f6c8,,
5a5b51b5-490e-5a5e-b351-5312ae287871,5759,stage,third_party_audit,Red Tractor,9/21/2023,Product meets Red Tractor standards for food safety and animal welfare.,,f941fdea-0354-5739-ad27-a31f3ac3d05e,,
5d37fa6e-da10-590e-b1d8-3aaaeb18e3b4,5760,stage,certification_directory,Soil Association,5/7/2023,Product is certified organic by the Soil Association under EU organic standards.,,32da0a1f-4aa6-57cc-9e55-e4dfa9a22dca,,
25a7fdc3-7527-520e-bca4-d2b4ebbb4f73,5761,stage,supplier_statement,Rainforest Alliance,5/23/2022,Third-party audit confirms sustainable farming practices at origin.,,56ccfbc6-8e07-5997-bb87-a3d9b8012727,,
0b8d9f56-ca7a-550f-931d-e3fd1a3bf44c,5762,stage,supplier_statement,Rainforest Alliance,1/30/2022,Third-party audit confirms sustainable farming practices at origin.,,d5c70d03-cb40-5069-acbb-13c4572f3772,,
41eead1b-51b2-54e0-8c26-055894f85162,5763,stage,audit_report,Soil Association,12/6/2023,Product is certified organic by the Soil Association under EU organic standards.,,b1393219-c744-5e46-a9b4-903b23afd85f,,
00a06096-4fdc-5f3e-a761-05b67ea3356b,5764,stage,audit_report,Soil Association,5/14/2022,Product is certified organic by the Soil Association under EU organic standards.,,913849aa-7854-5e08-a2c1-37cf8e1f7b68,,
c1abbefa-0837-57df-98db-08515ead3bd2,5765,stage,batch_record,Fairtrade International,2/15/2024,"Product is certified Fairtrade, ensuring fair prices and working conditions for farmers.",,c3f8705f-a573-5e7e-974e-453e374602e7,,
93f0d75f-5e82-58ca-9395-a40e50422f04,5766,stage,third_party_audit,Fairtrade International,8/31/2023,"Product is certified Fairtrade, ensuring fair prices and working conditions for farmers.",,2fcc69a5-7e06-5baa-847b-1d877c86b355,,
fc9e1a5c-7480-5c9c-b183-4a2db0500dd9,5767,stage,supplier_statement,Rainforest Alliance,2/14/2022,Product carries Rainforest Alliance certification for sustainable farming practices.,,b10699f5-fbe4-5419-8ad6-2ec4ae3c8c1c,,
bc6a3b0f-2c7f-5e35-be58-ac5dbe419117,5768,stage,certification_directory,UTZ Certified,2/12/2024,Product carries UTZ certification for sustainable commodity sourcing.,,e578d394-d2da-556d-8de1-b41d8bdd4e74,,
22274dcc-df6a-54a1-971f-619b9d0f84c2,5769,stage,third_party_audit,Rainforest Alliance,7/30/2022,Product carries Rainforest Alliance certification for sustainable farming practices.,,3158514b-0eff-5b06-8eec-0a2e7c6b3257,,
ce7d7c8f-f8d5-5d34-9695-d774a318c635,5770,stage,supplier_statement,UTZ Certified,1/30/2022,Product carries UTZ certification for sustainable commodity sourcing.,,8fefbdd2-b952-54f6-8561-0ca0f502bb29,,
5c1c4de5-4252-5220-93ba-78ddadd5a95e,5771,stage,supplier_statement,LEAF Marque,8/17/2023,Producer holds LEAF Marque accreditation for sustainable integrated farming.,,c005ad53-7645-5ad7-9c14-a0fbe55cc1e6,,
8707e510-48df-5b25-9546-cfd9b3b77905,5772,stage,third_party_audit,Soil Association,3/10/2024,Product is certified organic by the Soil Association under EU organic standards.,,fcd23f58-5d6c-5914-849c-5e4ba95023ea,,
c8bec973-fbd2-56a8-8d65-2637f68d4381,5773,stage,certification_directory,RSPO,4/12/2022,Palm oil ingredients sourced from RSPO-certified sustainable plantations.,,c8dfda5f-1380-5692-96dc-508f0c778bc3,,
957a04c1-6ea2-5248-a2b9-6ec4395eee6d,5774,stage,third_party_audit,Carbon Trust,1/5/2022,Product has achieved Carbon Trust carbon neutral certification.,,a3186fca-92c0-55d1-90bb-bcbd484382b4,,
